SIMGD6824H,GD,0.7870,0.2130
SIMGD6825H,GD,0.7820,0.2180
SIMGD6826H,GD,0.8450,0.1550
SIMGD6827H,GD,0.8190,0.1810
SIMGD6828H,GD,0.8440,0.1560
SIMGD6829H,GD,0.8250,0.1750
SIMGD6831H,GD,0.7810,0.2190
SIMGD6833H,GD,0.8400,0.1600
SIMGD6840H,GD,0.8520,0.1480
SIMGD6841H,GD,0.8360,0.1640
SIMGD6844H,GD,0.8590,0.1410
SIMGD6846H,GD,0.8170,0.1830
SIMGD6847H,GD,0.8090,0.1910
SIMGD6848H,GD,0.8100,0.1900
SIMGD6851H,GD,0.7690,0.2310
SIMGS6764H,GS,0.8150,0.1850
SIMGS6765H,GS,0.8280,0.1720
SIMGS6767H,GS,0.8110,0.1890
SIMGS6768H,GS,0.8230,0.1770
SIMGS6769H,GS,0.7680,0.2320
SIMGS6771H,GS,0.8240,0.1760
SIMGS6773H,GS,0.7980,0.2020
SIMGS6775H,GS,0.8040,0.1960
SIMGS6776H,GS,0.8110,0.1890
SIMGS6778H,GS,0.8340,0.1660
SIMGS6780H,GS,0.8240,0.1760
SIMGS6784H,GS,0.7920,0.2080
SIMGS6785H,GS,0.8060,0.1940
SIMGS6788H,GS,0.8480,0.1520
SIMGS6789H,GS,0.7920,0.2080
SIMGS6790H,GS,0.8110,0.1890
SIMJD6884H,JD,0.8480,0.1520
SIMJD6886H,JD,0.8100,0.1900
SIMJD6887H,JD,0.8280,0.1720
SIMJD6888H,JD,0.7960,0.2040
SIMJD6894H,JD,0.8170,0.1830
SIMJD6895H,JD,0.7950,0.2050
SIMJD6896H,JD,0.8360,0.1640
SIMJD6897H,JD,0.7910,0.2090
SIMJD6898H,JD,0.8320,0.1680
SIMJD6899H,JD,0.8260,0.1740
SIMJD6905H,JD,0.7900,0.2100
SIMJD6906H,JD,0.8040,0.1960
SIMJD6907H,JD,0.8320,0.1680
SIMJD6908H,JD,0.7900,0.2100
SIMJD6913H,JD,0.8100,0.1900
SIMJS6704H,JS,0.8150,0.1850
SIMJS6706H,JS,0.7990,0.2010
SIMJS6707H,JS,0.8060,0.1940
SIMJS6709H,JS,0.8100,0.1900
SIMJS6711H,JS,0.8010,0.1990
SIMJS6713H,JS,0.8060,0.1940
SIMJS6715H,JS,0.7940,0.2060
SIMJS6716H,JS,0.7900,0.2100
SIMJS6717H,JS,0.8090,0.1910
SIMJS6718H,JS,0.8040,0.1960
SIMJS6725H,JS,0.7900,0.2100
SIMJS6726H,JS,0.7970,0.2030
SIMJS6727H,JS,0.8040,0.1960
SIMJS6728H,JS,0.7900,0.2100
SIMPD7015H,PD,0.8350,0.1650
SIMPD7016H,PD,0.8010,0.1990
SIMPD7018H,PD,0.8440,0.1560
SIMPD7019H,PD,0.8040,0.1960
SIMPD7021H,PD,0.7980,0.2020
SIMPD7022H,PD,0.7950,0.2050
SIMPD7023H,PD,0.8120,0.1880
SIMPD7024H,PD,0.7890,0.2110
SIMPD7025H,PD,0.8590,0.1410
SIMPD7027H,PD,0.8290,0.1710
SIMPD7035H,PD,0.8320,0.1680
SIMPD7036H,PD,0.8060,0.1940
SIMPD7037H,PD,0.7980,0.2020
SIMPD7040H,PD,0.8330,0.1670
SIMPD7041H,PD,0.7610,0.2390
SIMPS6633H,PS,0.8220,0.1780
SIMPS6634H,PS,0.8190,0.1810
SIMPS6635H,PS,0.7990,0.2010
SIMPS6638H,PS,0.8390,0.1610
SIMPS6639H,PS,0.8240,0.1760
SIMPS6641H,PS,0.8120,0.1880
SIMPS6642H,PS,0.8050,0.1950
SIMPS6643H,PS,0.7830,0.2170
SIMPS6644H,PS,0.7770,0.2230
SIMPS6645H,PS,0.8260,0.1740
SIMPS6646H,PS,0.8120,0.1880
SIMPS6652H,PS,0.8230,0.1770
SIMPS6654H,PS,0.7980,0.2020
SIMPS6657H,PS,0.8180,0.1820
SIMPS6658H,PS,0.8560,0.1440
SIMPS6661H,PS,0.8370,0.1630
SIMWD6945H,WD,0.8020,0.1980
SIMWD6947H,WD,0.8150,0.1850
SIMWD6948H,WD,0.8800,0.1200
SIMWD6954H,WD,0.8240,0.1760
SIMWD6955H,WD,0.8450,0.1550
SIMWD6956H,WD,0.8520,0.1480
SIMWD6957H,WD,0.8130,0.1870
SIMWD6958H,WD,0.8000,0.2000
SIMWD6959H,WD,0.8280,0.1720
SIMWD6962H,WD,0.8130,0.1870
SIMWD6967H,WD,0.8260,0.1740
SIMWD6968H,WD,0.8150,0.1850
SIMWD6969H,WD,0.8000,0.2000
SIMWD6972H,WD,0.8070,0.1930
