SIMGD6824H	GD	5.280919056	-0.179428734
SIMGD6825H	GD	0.314872147	0.21568741
SIMGD6826H	GD	0.796521339	0.701664471
SIMGD6827H	GD	1.312156815	0.375954901
SIMGD6828H	GD	0.948448943	0.752915585
SIMGD6829H	GD	0.805207247	1.930950027
SIMGD6831H	GD	1.663936202	0.729685483
SIMGD6833H	GD	0.959435508	0.508816539
SIMGD6840H	GD	0.521586954	0.79449181
SIMGD6841H	GD	1.519006496	0.293304475
SIMGD6844H	GD	0.659452171	0.672624463
SIMGD6846H	GD	1.034886482	1.275816243
SIMGD6847H	GD	-0.365885161	0.090275926
SIMGD6848H	GD	0.840845074	0.769823678
SIMGD6851H	GD	5.869985035	-0.01042731
SIMGS6764H	GS	-1.247693197	1.677289873
SIMGS6765H	GS	-0.542302935	0.384089214
SIMGS6767H	GS	-0.644838294	0.586588817
SIMGS6768H	GS	-0.067402774	-0.705077456
SIMGS6769H	GS	0.167551091	-0.401055959
SIMGS6771H	GS	-0.641355694	0.153041869
SIMGS6773H	GS	-2.222320021	2.393251426
SIMGS6775H	GS	-0.449791743	-1.084068118
SIMGS6776H	GS	-0.676472836	0.480821866
SIMGS6778H	GS	-0.080083616	0.290823928
SIMGS6780H	GS	-0.641181262	-0.239880166
SIMGS6784H	GS	-0.002576054	0.383560549
SIMGS6785H	GS	-0.527512708	-0.28229174
SIMGS6788H	GS	-0.404777431	0.211729297
SIMGS6789H	GS	-0.108211788	0.300735286
SIMGS6790H	GS	-0.571765567	0.441308183
SIMJD6884H	JD	-0.135258969	0.933486049
SIMJD6886H	JD	-0.112520712	-0.332936001
SIMJD6887H	JD	-0.124225144	0.317626241
SIMJD6888H	JD	0.419461331	1.082821213
SIMJD6894H	JD	0.069649532	0.625637038
SIMJD6895H	JD	0.176442545	1.739749446
SIMJD6896H	JD	-0.157623493	1.589479816
SIMJD6897H	JD	-0.39808887	1.163851753
SIMJD6898H	JD	0.254257881	0.893152085
SIMJD6899H	JD	1.212850718	1.694869891
SIMJD6905H	JD	-0.123297032	1.09151614
SIMJD6906H	JD	-0.260980251	1.866143222
SIMJD6907H	JD	-0.152822407	0.807355972
SIMJD6908H	JD	0.183403438	0.686886345
SIMJD6913H	JD	-1.163602975	1.876279777
SIMJS6704H	JS	-0.502120848	-1.050721027
SIMJS6706H	JS	-0.402624077	-1.356370443
SIMJS6707H	JS	0.112965841	-0.403180662
SIMJS6709H	JS	-0.409235574	0.048802493
SIMJS6711H	JS	-0.508588756	0.005107035
SIMJS6713H	JS	-0.271100942	-1.796577718
SIMJS6715H	JS	-0.739737732	-0.865339045
SIMJS6716H	JS	0.175595758	-0.431295531
SIMJS6717H	JS	0.174823032	-1.465179059
SIMJS6718H	JS	-0.697538833	-0.655389188
SIMJS6725H	JS	-0.483801512	-0.03440693
SIMJS6726H	JS	0.266518886	-1.997754348
SIMJS6727H	JS	0.429947963	-0.22748194
SIMJS6728H	JS	-0.488881372	0.317214683
SIMPD7015H	PD	0.023029141	-0.767521368
SIMPD7016H	PD	0.110924164	-1.989637269
SIMPD7018H	PD	0.348545581	-0.530128434
SIMPD7019H	PD	-0.74212529	-1.737025325
SIMPD7021H	PD	-0.216315833	-3.723770724
SIMPD7022H	PD	0.742534084	-0.78464179
SIMPD7023H	PD	0.647255672	-0.629743151
SIMPD7024H	PD	-0.788216863	-2.250407901
SIMPD7025H	PD	0.517595037	-0.448551781
SIMPD7027H	PD	0.822402487	-0.668529373
SIMPD7035H	PD	0.204270065	-0.30226525
SIMPD7036H	PD	0.185064019	-0.365793924
SIMPD7037H	PD	0.577407285	-0.830115714
SIMPD7040H	PD	-0.113996567	-1.728734162
SIMPD7041H	PD	-0.236679205	-1.858016804
SIMPS6633H	PS	-1.157588026	0.036378084
SIMPS6634H	PS	-0.450498384	-0.709785426
SIMPS6635H	PS	0.39015163	-1.740599769
SIMPS6638H	PS	-0.271607613	-0.885678753
SIMPS6639H	PS	0.170507053	-0.166549533
SIMPS6641H	PS	-0.422401101	0.019626134
SIMPS6642H	PS	-0.908131931	-0.175185737
SIMPS6643H	PS	-0.516583129	0.328290008
SIMPS6644H	PS	-1.162453645	-0.914955481
SIMPS6645H	PS	0.236165679	-0.348315177
SIMPS6646H	PS	-0.160934974	-0.227781833
SIMPS6652H	PS	-0.385832105	-0.057946846
SIMPS6654H	PS	0.194455797	-0.131859515
SIMPS6657H	PS	-0.411746756	-1.259279535
SIMPS6658H	PS	-0.484705751	-0.134752732
SIMPS6661H	PS	-0.694588273	0.002217212
SIMWD6945H	WD	-1.029616524	1.184208571
SIMWD6947H	WD	-0.609135079	0.626733412
SIMWD6948H	WD	-0.518287802	0.971411704
SIMWD6954H	WD	-0.200431085	0.573157195
SIMWD6955H	WD	-0.084872202	0.245896924
SIMWD6956H	WD	-0.071048568	0.560021281
SIMWD6957H	WD	-0.498814364	-0.078834083
SIMWD6958H	WD	-1.323107602	0.564133838
SIMWD6959H	WD	0.242829956	0.099099439
SIMWD6962H	WD	-0.122831332	0.423495537
SIMWD6967H	WD	-0.240899447	-0.585264173
SIMWD6968H	WD	-0.080294151	0.297906552
SIMWD6969H	WD	-0.37750641	0.087032223
SIMWD6972H	WD	-0.976394546	0.375694306
