SIMGD6824H,GD,0.0020,0.0040,0.0060,0.0020,0.0050,0.0050,0.9740,0.0020
SIMGD6825H,GD,0.0030,0.0100,0.0190,0.0050,0.0020,0.0010,0.9560,0.0040
SIMGD6826H,GD,0.0090,0.0090,0.0060,0.0040,0.0060,0.0020,0.9590,0.0050
SIMGD6827H,GD,0.0060,0.0030,0.0010,0.0060,0.0080,0.0030,0.9710,0.0020
SIMGD6828H,GD,0.0030,0.0200,0.0370,0.0130,0.0080,0.0160,0.8670,0.0360
SIMGD6829H,GD,0.0060,0.0080,0.0050,0.0070,0.0060,0.0060,0.9570,0.0050
SIMGD6831H,GD,0.0050,0.0060,0.0010,0.0040,0.0010,0.0030,0.9750,0.0050
SIMGD6833H,GD,0.0040,0.0050,0.0869,0.0050,0.0050,0.0030,0.8891,0.0020
SIMGD6840H,GD,0.0150,0.0060,0.0050,0.0110,0.0220,0.0150,0.9219,0.0040
SIMGD6841H,GD,0.0170,0.0170,0.0130,0.0050,0.0060,0.0030,0.9251,0.0140
SIMGD6844H,GD,0.0360,0.0090,0.0260,0.0521,0.0250,0.0060,0.7998,0.0460
SIMGD6846H,GD,0.0120,0.0070,0.0030,0.0450,0.0080,0.0180,0.9040,0.0030
SIMGD6847H,GD,0.0060,0.0090,0.0501,0.0040,0.0020,0.0010,0.9189,0.0090
SIMGD6848H,GD,0.0100,0.0200,0.0040,0.0140,0.0030,0.0020,0.9311,0.0160
SIMGD6851H,GD,0.0010,0.0030,0.0040,0.0020,0.0020,0.0010,0.9580,0.0290
SIMGS6764H,GS,0.9520,0.0190,0.0020,0.0020,0.0090,0.0080,0.0020,0.0060
SIMGS6765H,GS,0.8709,0.0210,0.0130,0.0020,0.0020,0.0030,0.0030,0.0851
SIMGS6767H,GS,0.9440,0.0070,0.0050,0.0090,0.0060,0.0130,0.0030,0.0130
SIMGS6768H,GS,0.8468,0.0380,0.0060,0.0320,0.0040,0.0350,0.0150,0.0230
SIMGS6769H,GS,0.9091,0.0030,0.0020,0.0050,0.0729,0.0030,0.0030,0.0020
