SIMPS6654H,PS,0.0270,0.0060,0.0540,0.9130
SIMPS6657H,PS,0.3660,0.0190,0.2230,0.3920
SIMPS6658H,PS,0.2580,0.0940,0.6100,0.0380
SIMPS6661H,PS,0.3764,0.0180,0.0070,0.5986
SIMWD6945H,WD,0.0050,0.0100,0.9620,0.0230
SIMWD6947H,WD,0.0130,0.0110,0.9620,0.0140
SIMWD6948H,WD,0.0050,0.0020,0.9890,0.0040
SIMWD6954H,WD,0.0150,0.0090,0.9620,0.0140
SIMWD6955H,WD,0.0230,0.0270,0.9341,0.0160
SIMWD6956H,WD,0.0280,0.0370,0.7480,0.1870
SIMWD6957H,WD,0.0130,0.0100,0.9680,0.0090
SIMWD6958H,WD,0.0280,0.0130,0.9540,0.0050
SIMWD6959H,WD,0.0050,0.0300,0.9401,0.0250
SIMWD6962H,WD,0.0110,0.0660,0.8670,0.0560
SIMWD6967H,WD,0.0819,0.0150,0.8851,0.0180
SIMWD6968H,WD,0.1732,0.3073,0.5045,0.0150
SIMWD6969H,WD,0.0370,0.0100,0.9440,0.0090
SIMWD6972H,WD,0.0080,0.0090,0.9760,0.0070
