SIMJS6728H,JS,0.0070,0.1562,0.1181,0.0040,0.0030,0.0150,0.6967
SIMPD7015H,PD,0.0020,0.0040,0.0030,0.0020,0.9810,0.0050,0.0030
SIMPD7016H,PD,0.0050,0.0160,0.1079,0.0070,0.8112,0.0140,0.0390
SIMPD7018H,PD,0.0050,0.0120,0.0639,0.0060,0.8861,0.0180,0.0090
SIMPD7019H,PD,0.0020,0.0470,0.0020,0.0360,0.8889,0.0080,0.0160
SIMPD7021H,PD,0.0030,0.0020,0.0010,0.0010,0.9890,0.0020,0.0020
SIMPD7022H,PD,0.0040,0.0040,0.0070,0.1180,0.8380,0.0180,0.0110
SIMPD7023H,PD,0.0110,0.2950,0.0120,0.0330,0.6350,0.0110,0.0030
SIMPD7024H,PD,0.0040,0.0020,0.0230,0.0340,0.9221,0.0110,0.0040
SIMPD7025H,PD,0.0030,0.0060,0.0410,0.0090,0.8751,0.0430,0.0230
SIMPD7027H,PD,0.0040,0.0769,0.0030,0.0060,0.9041,0.0040,0.0020
SIMPD7035H,PD,0.0080,0.0120,0.0040,0.0679,0.8881,0.0140,0.0060
SIMPD7036H,PD,0.0959,0.0090,0.0230,0.0130,0.7073,0.1119,0.0400
SIMPD7037H,PD,0.0040,0.0010,0.0030,0.0010,0.9870,0.0020,0.0020
SIMPD7040H,PD,0.0020,0.0020,0.0020,0.0030,0.9810,0.0070,0.0030
SIMPD7041H,PD,0.0140,0.0020,0.0040,0.0090,0.8521,0.0100,0.1089
SIMPS6633H,PS,0.0679,0.0170,0.0370,0.0140,0.0400,0.7972,0.0270
SIMPS6634H,PS,0.0070,0.0150,0.0300,0.0160,0.0030,0.6967,0.2322
SIMPS6635H,PS,0.0050,0.0050,0.0090,0.0040,0.0050,0.9690,0.0030
SIMPS6638H,PS,0.0060,0.0020,0.0030,0.0180,0.0010,0.9620,0.0080
SIMPS6639H,PS,0.0040,0.0030,0.0150,0.0150,0.0100,0.9499,0.0030
SIMPS6641H,PS,0.0030,0.0190,0.0100,0.0130,0.0070,0.8781,0.0699
SIMPS6642H,PS,0.0030,0.0120,0.0030,0.0040,0.0070,0.9660,0.0050
SIMPS6643H,PS,0.0030,0.0050,0.0020,0.0810,0.0030,0.9000,0.0060
SIMPS6644H,PS,0.0060,0.0060,0.0050,0.0260,0.0170,0.9360,0.0040
SIMPS6645H,PS,0.0070,0.0030,0.0070,0.0060,0.0040,0.9640,0.0090
SIMPS6646H,PS,0.0170,0.0030,0.0030,0.0020,0.0080,0.9580,0.0090
SIMPS6652H,PS,0.0140,0.0040,0.0200,0.0030,0.0020,0.9491,0.0080
SIMPS6654H,PS,0.0040,0.0140,0.0140,0.0350,0.0070,0.9160,0.0100
SIMPS6657H,PS,0.0040,0.0090,0.0240,0.0030,0.0090,0.9199,0.0310
SIMPS6658H,PS,0.1848,0.0500,0.0140,0.0030,0.0190,0.7253,0.0040
SIMPS6661H,PS,0.0200,0.0020,0.0040,0.0050,0.0390,0.9260,0.0040
SIMWD6945H,WD,0.0070,0.9780,0.0020,0.0050,0.0020,0.0050,0.0010
SIMWD6947H,WD,0.0060,0.9671,0.0070,0.0050,0.0040,0.0070,0.0040
SIMWD6948H,WD,0.0020,0.9760,0.0080,0.0070,0.0040,0.0020,0.0010
