SIMPD7023H,PD,0.0114,0.0160,0.6862,0.0273,0.0166,0.2425
SIMPD7024H,PD,0.0054,0.0230,0.9074,0.0336,0.0271,0.0035
SIMPD7025H,PD,0.0044,0.0622,0.8766,0.0142,0.0363,0.0063
SIMPD7027H,PD,0.0032,0.0022,0.9325,0.0054,0.0032,0.0535
SIMPD7035H,PD,0.0163,0.0037,0.9080,0.0510,0.0125,0.0085
SIMPD7036H,PD,0.0727,0.0370,0.7817,0.0238,0.0673,0.0175
SIMPD7037H,PD,0.0094,0.0050,0.9730,0.0059,0.0047,0.0020
SIMPD7040H,PD,0.0034,0.0038,0.9771,0.0060,0.0065,0.0032
SIMPD7041H,PD,0.0086,0.0113,0.8782,0.0176,0.0809,0.0034
SIMPS6633H,PS,0.0587,0.0349,0.0627,0.0317,0.7586,0.0535
SIMPS6634H,PS,0.0251,0.0397,0.0044,0.0411,0.8731,0.0166
SIMPS6635H,PS,0.0057,0.0110,0.0133,0.0054,0.9590,0.0056
SIMPS6638H,PS,0.0081,0.0029,0.0018,0.0531,0.9323,0.0018
SIMPS6639H,PS,0.0051,0.0185,0.0306,0.0223,0.9161,0.0074
SIMPS6641H,PS,0.0031,0.0107,0.0110,0.0149,0.9457,0.0146
SIMPS6642H,PS,0.0043,0.0056,0.0152,0.0056,0.9331,0.0362
SIMPS6643H,PS,0.0100,0.0044,0.0048,0.1862,0.7892,0.0054
SIMPS6644H,PS,0.0119,0.0052,0.0270,0.0745,0.8715,0.0099
SIMPS6645H,PS,0.0090,0.0082,0.0036,0.0093,0.9660,0.0039
SIMPS6646H,PS,0.0156,0.0071,0.0200,0.0037,0.9492,0.0044
SIMPS6652H,PS,0.0163,0.0176,0.0040,0.0062,0.9510,0.0049
SIMPS6654H,PS,0.0039,0.0245,0.0090,0.0190,0.9329,0.0107
SIMPS6657H,PS,0.0036,0.0204,0.0411,0.0082,0.9034,0.0233
SIMPS6658H,PS,0.1715,0.0103,0.0734,0.0037,0.5548,0.1863
SIMPS6661H,PS,0.0435,0.0051,0.1731,0.0528,0.7193,0.0061
SIMWD6945H,WD,0.0123,0.0024,0.0025,0.0057,0.0059,0.9712
SIMWD6947H,WD,0.0104,0.0058,0.0066,0.0057,0.0052,0.9663
SIMWD6948H,WD,0.0028,0.0123,0.0039,0.0068,0.0023,0.9719
SIMWD6954H,WD,0.0037,0.0039,0.0037,0.0030,0.0120,0.9737
SIMWD6955H,WD,0.0031,0.0021,0.0036,0.0030,0.0037,0.9845
SIMWD6956H,WD,0.0088,0.0115,0.0134,0.0111,0.3964,0.5588
SIMWD6957H,WD,0.0026,0.0235,0.0044,0.0094,0.0244,0.9357
SIMWD6958H,WD,0.0030,0.0024,0.0050,0.0034,0.0035,0.9827
SIMWD6959H,WD,0.0186,0.0372,0.0039,0.0101,0.0146,0.9155
SIMWD6962H,WD,0.0505,0.0080,0.0065,0.0090,0.0556,0.8704
SIMWD6967H,WD,0.0080,0.0237,0.0292,0.0118,0.0103,0.9170
SIMWD6968H,WD,0.0132,0.0138,0.0372,0.0237,0.0349,0.8772
SIMWD6969H,WD,0.0096,0.0058,0.0071,0.0048,0.0054,0.9673
SIMWD6972H,WD,0.0331,0.0572,0.0062,0.0082,0.0071,0.8882
