SIMGD6824H,GD,0.0060,0.0050,0.0190,0.0040,0.0050,0.0080,0.9520,0.0010
SIMGD6825H,GD,0.0040,0.0110,0.0090,0.0030,0.0020,0.0010,0.9670,0.0030
SIMGD6826H,GD,0.0050,0.0050,0.0020,0.0030,0.0060,0.0020,0.9730,0.0040
SIMGD6827H,GD,0.0030,0.0030,0.0030,0.0100,0.0160,0.0020,0.9610,0.0020
SIMGD6828H,GD,0.0040,0.0200,0.0690,0.0150,0.0120,0.0200,0.8250,0.0350
SIMGD6829H,GD,0.0070,0.0050,0.0030,0.0030,0.0030,0.0060,0.9690,0.0040
SIMGD6831H,GD,0.0040,0.0080,0.0020,0.0050,0.0020,0.0010,0.9740,0.0040
SIMGD6833H,GD,0.0030,0.0060,0.0360,0.0040,0.0030,0.0170,0.9281,0.0030
SIMGD6840H,GD,0.0160,0.0040,0.0030,0.0070,0.0250,0.0450,0.8940,0.0060
SIMGD6841H,GD,0.0110,0.0100,0.0120,0.0030,0.0080,0.0020,0.9370,0.0170
SIMGD6844H,GD,0.0150,0.0140,0.0200,0.0490,0.0210,0.0070,0.8332,0.0410
SIMGD6846H,GD,0.0220,0.0050,0.0020,0.1061,0.0060,0.0110,0.8448,0.0030
SIMGD6847H,GD,0.0040,0.0100,0.0360,0.0050,0.0020,0.0010,0.9309,0.0110
SIMGD6848H,GD,0.0110,0.0220,0.0070,0.0170,0.0080,0.0020,0.9081,0.0250
SIMGD6851H,GD,0.0010,0.0020,0.0020,0.0020,0.0010,0.0010,0.9770,0.0140
SIMGS6764H,GS,0.8850,0.0270,0.0030,0.0020,0.0150,0.0240,0.0030,0.0410
SIMGS6765H,GS,0.9390,0.0210,0.0050,0.0010,0.0050,0.0020,0.0020,0.0250
SIMGS6767H,GS,0.9369,0.0050,0.0060,0.0110,0.0090,0.0160,0.0020,0.0140
SIMGS6768H,GS,0.7532,0.0430,0.0060,0.0410,0.0050,0.1239,0.0070,0.0210
SIMGS6769H,GS,0.9660,0.0040,0.0020,0.0020,0.0200,0.0010,0.0040,0.0010
SIMGS6771H,GS,0.8899,0.0050,0.0090,0.0020,0.0090,0.0781,0.0030,0.0040
SIMGS6773H,GS,0.8681,0.0150,0.0170,0.0040,0.0460,0.0030,0.0310,0.0160
SIMGS6775H,GS,0.8840,0.0020,0.0930,0.0050,0.0020,0.0060,0.0020,0.0060
SIMGS6776H,GS,0.7030,0.0050,0.0450,0.1010,0.0030,0.0100,0.0540,0.0790
SIMGS6778H,GS,0.0020,0.0020,0.0010,0.0020,0.0020,0.9880,0.0010,0.0020
SIMGS6780H,GS,0.7902,0.0070,0.0220,0.0100,0.0160,0.0060,0.1399,0.0090
SIMGS6784H,GS,0.9020,0.0050,0.0040,0.0710,0.0030,0.0090,0.0040,0.0020
SIMGS6785H,GS,0.8839,0.0030,0.0030,0.0010,0.0090,0.0941,0.0030,0.0030
SIMGS6788H,GS,0.9401,0.0040,0.0040,0.0220,0.0040,0.0150,0.0040,0.0070
SIMGS6789H,GS,0.9780,0.0030,0.0030,0.0030,0.0020,0.0050,0.0030,0.0030
SIMGS6790H,GS,0.9630,0.0060,0.0030,0.0060,0.0030,0.0040,0.0100,0.0050
SIMJD6884H,JD,0.0080,0.0060,0.0040,0.0430,0.0170,0.0110,0.0070,0.9040
SIMJD6886H,JD,0.0800,0.0590,0.0200,0.0100,0.0070,0.0010,0.0490,0.7740
SIMJD6887H,JD,0.0050,0.0090,0.0120,0.0630,0.0190,0.0100,0.0030,0.8790
SIMJD6888H,JD,0.0140,0.0140,0.0180,0.0100,0.0110,0.0020,0.0200,0.9110
SIMJD6894H,JD,0.0150,0.0200,0.0120,0.0120,0.0070,0.0060,0.0140,0.9140
SIMJD6895H,JD,0.0020,0.0020,0.0010,0.0010,0.0010,0.0030,0.0030,0.9870
SIMJD6896H,JD,0.0050,0.0260,0.0290,0.0080,0.0670,0.0380,0.0070,0.8200
SIMJD6897H,JD,0.0070,0.0120,0.0460,0.0240,0.0190,0.0050,0.0050,0.8819
SIMJD6898H,JD,0.0030,0.0230,0.0990,0.0050,0.0040,0.0320,0.1810,0.6530
SIMJD6899H,JD,0.0040,0.0020,0.0020,0.0010,0.0040,0.0010,0.0080,0.9780
SIMJD6905H,JD,0.0230,0.0060,0.0120,0.0120,0.0030,0.0050,0.0040,0.9351
SIMJD6906H,JD,0.0580,0.0040,0.0020,0.2520,0.0010,0.0020,0.0030,0.6780
SIMJD6907H,JD,0.0050,0.0070,0.0040,0.0020,0.0030,0.0100,0.0030,0.9660
SIMJD6908H,JD,0.0080,0.0050,0.0291,0.0050,0.0832,0.0050,0.0060,0.8587
SIMJD6913H,JD,0.0010,0.0010,0.0020,0.0040,0.0010,0.0020,0.0010,0.9880
SIMJS6704H,JS,0.0050,0.0150,0.9570,0.0030,0.0120,0.0040,0.0020,0.0020
SIMJS6706H,JS,0.0060,0.0060,0.9660,0.0040,0.0050,0.0010,0.0030,0.0090
SIMJS6707H,JS,0.0100,0.0080,0.7090,0.0030,0.0030,0.2410,0.0090,0.0170
SIMJS6709H,JS,0.0010,0.0050,0.9540,0.0020,0.0310,0.0030,0.0020,0.0020
SIMJS6711H,JS,0.0080,0.0290,0.8721,0.0080,0.0400,0.0040,0.0340,0.0050
SIMJS6713H,JS,0.0040,0.0120,0.9700,0.0040,0.0030,0.0020,0.0030,0.0020
SIMJS6715H,JS,0.0020,0.0030,0.9870,0.0010,0.0020,0.0010,0.0010,0.0030
SIMJS6716H,JS,0.0090,0.0040,0.9280,0.0080,0.0050,0.0070,0.0150,0.0240
SIMJS6717H,JS,0.0010,0.2080,0.7580,0.0110,0.0040,0.0010,0.0080,0.0090
SIMJS6718H,JS,0.0190,0.0060,0.7878,0.0501,0.0591,0.0100,0.0080,0.0601
SIMJS6725H,JS,0.0040,0.0050,0.6300,0.0030,0.0040,0.2940,0.0150,0.0450
SIMJS6726H,JS,0.0170,0.0080,0.8871,0.0050,0.0290,0.0020,0.0050,0.0470
SIMJS6727H,JS,0.0030,0.0641,0.6176,0.0080,0.0230,0.0691,0.2102,0.0050
SIMJS6728H,JS,0.0060,0.0681,0.5345,0.3063,0.0080,0.0050,0.0661,0.0060
SIMPD7015H,PD,0.0020,0.0030,0.0040,0.0030,0.9810,0.0010,0.0030,0.0030
SIMPD7016H,PD,0.0030,0.0040,0.0080,0.0030,0.8990,0.0590,0.0220,0.0020
SIMPD7018H,PD,0.0040,0.0100,0.0080,0.0050,0.9201,0.0010,0.0460,0.0060
SIMPD7019H,PD,0.0070,0.0110,0.0140,0.0310,0.9289,0.0040,0.0020,0.0020
SIMPD7021H,PD,0.0020,0.0020,0.0020,0.0030,0.9860,0.0010,0.0010,0.0030
SIMPD7022H,PD,0.0889,0.0070,0.0140,0.0070,0.8661,0.0020,0.0100,0.0050
SIMPD7023H,PD,0.0110,0.0090,0.0070,0.1270,0.8200,0.0070,0.0120,0.0070
SIMPD7024H,PD,0.0080,0.0330,0.0220,0.0060,0.9080,0.0050,0.0120,0.0060
SIMPD7025H,PD,0.0150,0.0260,0.0110,0.0070,0.8098,0.0210,0.1081,0.0020
SIMPD7027H,PD,0.0060,0.0030,0.0020,0.0150,0.9670,0.0030,0.0020,0.0020
SIMPD7035H,PD,0.0340,0.0100,0.0050,0.0040,0.9340,0.0040,0.0030,0.0060
SIMPD7036H,PD,0.0080,0.0120,0.0230,0.0150,0.7992,0.0180,0.0260,0.0989
SIMPD7037H,PD,0.0020,0.0030,0.0020,0.0020,0.9760,0.0030,0.0040,0.0080
SIMPD7040H,PD,0.0020,0.0060,0.0050,0.0030,0.9780,0.0010,0.0030,0.0020
SIMPD7041H,PD,0.0120,0.0290,0.0640,0.0030,0.8570,0.0240,0.0090,0.0020
SIMPS6633H,PS,0.0100,0.7040,0.0290,0.0490,0.1070,0.0060,0.0320,0.0630
SIMPS6634H,PS,0.0130,0.7027,0.1872,0.0360,0.0040,0.0190,0.0240,0.0140
SIMPS6635H,PS,0.0060,0.9690,0.0040,0.0020,0.0040,0.0050,0.0070,0.0030
SIMPS6638H,PS,0.0291,0.9519,0.0070,0.0010,0.0010,0.0010,0.0040,0.0050
SIMPS6639H,PS,0.0110,0.9610,0.0020,0.0030,0.0060,0.0060,0.0090,0.0020
SIMPS6641H,PS,0.0110,0.8761,0.0539,0.0150,0.0100,0.0260,0.0060,0.0020
SIMPS6642H,PS,0.0030,0.9670,0.0030,0.0090,0.0080,0.0020,0.0060,0.0020
SIMPS6643H,PS,0.2400,0.7380,0.0060,0.0040,0.0040,0.0040,0.0020,0.0020
SIMPS6644H,PS,0.0370,0.8940,0.0030,0.0060,0.0430,0.0050,0.0050,0.0070
SIMPS6645H,PS,0.0090,0.9479,0.0200,0.0030,0.0030,0.0010,0.0100,0.0060
SIMPS6646H,PS,0.0030,0.9090,0.0080,0.0020,0.0190,0.0390,0.0050,0.0150
SIMPS6652H,PS,0.0040,0.9650,0.0060,0.0030,0.0030,0.0020,0.0080,0.0090
SIMPS6654H,PS,0.0110,0.9499,0.0060,0.0050,0.0060,0.0050,0.0130,0.0040
SIMPS6657H,PS,0.0030,0.8663,0.0848,0.0110,0.0090,0.0030,0.0200,0.0030
SIMPS6658H,PS,0.0030,0.7230,0.0030,0.0840,0.0280,0.0030,0.0090,0.1470
SIMPS6661H,PS,0.0090,0.8292,0.0040,0.0070,0.0789,0.0090,0.0060,0.0569
SIMWD6945H,WD,0.0070,0.0060,0.0020,0.9570,0.0030,0.0030,0.0020,0.0200
SIMWD6947H,WD,0.0040,0.0040,0.0030,0.9580,0.0110,0.0030,0.0070,0.0100
SIMWD6948H,WD,0.0070,0.0020,0.0020,0.9720,0.0050,0.0020,0.0080,0.0020
SIMWD6954H,WD,0.0020,0.0080,0.0070,0.9740,0.0020,0.0020,0.0020,0.0030
SIMWD6955H,WD,0.0030,0.0030,0.0040,0.9800,0.0040,0.0020,0.0020,0.0020
SIMWD6956H,WD,0.0150,0.3940,0.0050,0.5600,0.0120,0.0020,0.0080,0.0040
SIMWD6957H,WD,0.0040,0.0050,0.0630,0.9020,0.0050,0.0020,0.0160,0.0030
SIMWD6958H,WD,0.0010,0.0020,0.0040,0.9820,0.0030,0.0040,0.0010,0.0030
SIMWD6959H,WD,0.0180,0.0180,0.0070,0.8931,0.0030,0.0030,0.0450,0.0130
SIMWD6962H,WD,0.0060,0.0870,0.0090,0.8450,0.0060,0.0010,0.0060,0.0400
SIMWD6967H,WD,0.0080,0.0060,0.0060,0.9459,0.0120,0.0010,0.0150,0.0060
SIMWD6968H,WD,0.0130,0.0080,0.0679,0.8492,0.0280,0.0060,0.0090,0.0190
SIMWD6969H,WD,0.0050,0.0060,0.0030,0.9660,0.0050,0.0020,0.0050,0.0080
SIMWD6972H,WD,0.0060,0.0100,0.0070,0.8619,0.0050,0.0020,0.0641,0.0440
