"LD1","LD2","LD3","LD4","LD5","LD6"
"AFMPD6986H",-2.4874458850558,-0.598292585474226,1.17452294935315,-0.247027064223145,-0.488606882922835,0.3254278897973
"AFMPD6987H",-3.14532992972661,-4.03722081732078,1.42324937868636,0.12353055536896,1.82420881305631,-0.285051707226945
"AFMPD6988H",0.514772039400283,-1.69708800885865,3.06566854330591,-1.48426566498031,-0.619339456062937,0.861408820297345
"AFMPD6989H",-0.909331136881628,-2.79463295743279,-0.583397312455807,0.528130270408108,-3.19903656826707,-1.9802923559788
"AFMPD6990H",0.748903582761453,-1.53017932743075,0.446978013434425,-0.136611301926599,-0.437551412430987,-0.157601639582768
"AFMPD6991H",-1.10082780022207,-1.44235399013941,-0.182820004866761,-0.090213877209441,-0.990234252053846,-0.447698788300958
"AFMPD6992H",-1.26594532096321,-0.514296950213777,1.30639461637072,-0.906891014209311,-0.0570669413991206,0.777754102480821
"AFMPD6993H",0.153165654618057,-1.37886247146036,-0.666521451194729,-0.243746248818837,0.129286624231345,0.539028247628673
"AFMPD6995H",0.297536465682587,-1.03301919395667,0.45269878670233,-0.181103245831991,-0.121655367357896,0.351585419084645
"AFMPD6998H",-1.07425836104486,-1.21830554735864,0.423207752328368,-0.380219818141765,-1.40073685908956,-0.967571005189389
"AFMPD7000H",-0.76326563257202,-1.33364411922632,1.13163233805363,-1.73121665231197,-1.65140135893244,1.42587385753723
"AFMPD7001H",0.584486762981414,-1.74498923297134,-1.59203468137371,-1.19933388012866,-1.45321054681502,-0.225020229879017
"AFMPD7005H",-1.02643481881945,-1.68667774481616,0.192373631456581,0.420928772065775,0.643354696258936,-0.595058594754992
"AFMPD7006H",-0.447960014848163,-1.37716880897171,1.33532608744763,-0.0375611890205333,1.75009494657021,0.744309278809619
"AFMPS6602H",2.49091271239997,0.295465941543873,0.216823772146262,0.578772737242607,-0.0828358563140404,0.676489071976264
"AFMPS6603H",4.10659994834646,0.828312872989895,1.98359483485207,0.431917385313651,0.32801113971314,-0.371732286299397
"AFMPS6608H",1.57891868796171,0.377441888794418,0.914668849008866,0.219918873903066,0.796426182337056,-0.418716661763852
"AFMPS6610H",2.7447234696559,1.18209262064789,0.88248334577209,-0.167784489810088,0.545601249715828,0.488613295801695
"AFMPS6612H",2.10901391306472,0.710878164133742,1.21910001641453,1.07927732895077,-0.62749793756121,0.876956405688055
"AFMPS6613H",0.643938329996992,0.964788645277426,0.0441835779274861,-0.0145776732117616,0.0208005761977457,-0.775927588374315
"AFMPS6618H",3.7106865271973,1.2937831244209,1.90018675715871,1.80967203056198,-1.04710978077021,1.15364910193929
"AFMPS6622H",3.39197852848743,1.02871625163763,1.12237039254073,1.24216755715553,0.168395443058273,0.574781041239426
"AFMPS6623H",2.85742867687719,0.567787525356048,0.493200658804768,0.0836965412836544,-0.760148194202961,0.105552536227966
"AFMPS6625H",1.83954525331928,1.03479140855737,0.818793305007704,-0.313727312699592,-0.786039444627657,-0.424567746362123
"AFMPS6626H",2.20905615770648,1.22949779953715,0.982389342225845,0.084584001125623,0.177975803596697,0.0792547911423835
"AFMPS6627H",3.6362698168704,0.702085031278875,-0.260010814475061,1.20129188159952,0.378878067853427,0.314480211719204
"AFMPX6982H",-1.54900876967512,-0.0499469620113081,-0.655842017407125,-0.711740959798506,-0.532788716242966,0.107949148312446
"AFMWD6915H",-3.63281367867852,1.93330553480817,-0.571589511525238,-0.105507531878912,0.539926445511847,-0.85961777623133
"AFMWD6916H",-4.41098291236829,2.01585816222815,-0.4231724550485,0.485697285465915,0.554854928459314,1.74530429044643
"AFMWD6917H",-4.79216734827553,2.98554667227438,-0.604555517281104,0.375855631712372,-0.620921268005852,1.3734324297961
"AFMWD6918H",-4.23820006266198,2.74173497243087,-0.216917563184345,0.163481456297358,-0.617064593427181,-1.70382341765415
"AFMWD6919H",-3.52852859562978,3.53824253283395,1.16056356720642,0.841770106839565,-0.118455481163531,-1.68192579408364
"AFMWD6920H",-1.9403202055725,0.965217678048418,-0.0478325988940774,-1.53875078777398,-0.690200726249024,0.970429189717133
"AFMWD6921H",-5.34635682852696,3.0656023892339,0.843304491485684,-0.666759443962739,0.0566077370641614,-0.118892445368344
"AFMWD6922H",-4.08404235501106,2.883550809136,-0.498846910535498,0.00537439983980464,0.819376713325442,-0.676389356646525
"AFMWD6923H",-4.3015564773688,2.39634057281659,0.808754955206329,-1.00106072166158,1.52614599251954,-0.89576828863096
"AFMWD6924H",-4.66438826957189,4.73267767457857,1.03758330723904,1.27998608864732,0.476785881898456,0.092829473465514
"AFMWD6926H",-2.78675462414541,0.0883374403294859,-1.28208303261835,-1.20710131206915,0.64612709139137,1.28655356355291
"AFMWD6933H",-5.18708612497058,4.02001942838529,0.396984286781664,-0.0540933923022781,-1.07253926005055,-1.60209977294955
"AFMWD6935H",-6.43061556702596,4.91607688453881,0.38367715761648,2.10978053007039,0.426096938528902,0.644655609198952
"AFMWD6936H",-4.47552488533703,1.76535787740457,0.870191931110928,-0.981295295943301,-1.17791358766489,1.78874243680146
