SIMGD6824H,JD,0.0050,0.9390,0.0450,0.0010,0.0030,0.0020,0.0020,0.0030
SIMGD6825H,PD,0.0601,0.0140,0.0100,0.0050,0.7668,0.0921,0.0060,0.0460
SIMGD6826H,GS,0.0020,0.0030,0.9800,0.0010,0.0030,0.0030,0.0030,0.0050
SIMGD6827H,PS,0.7698,0.1211,0.0891,0.0020,0.0050,0.0040,0.0040,0.0050
SIMGD6828H,WD,0.0260,0.0410,0.1051,0.0070,0.0120,0.1802,0.0210,0.6076
SIMGD6829H,GD,0.0100,0.0370,0.0210,0.0250,0.0040,0.0661,0.8328,0.0040
SIMGD6831H,JS,0.0050,0.0050,0.0020,0.0010,0.0010,0.0020,0.0020,0.9820
SIMGD6833H,JD,0.0090,0.8028,0.0230,0.0380,0.0070,0.0340,0.0090,0.0771
SIMGD6840H,PD,0.0150,0.0100,0.0060,0.0040,0.9379,0.0070,0.0150,0.0050
SIMGD6841H,GS,0.0070,0.0900,0.7630,0.0020,0.0030,0.1070,0.0160,0.0120
SIMGD6844H,PS,0.9480,0.0030,0.0150,0.0020,0.0170,0.0040,0.0020,0.0090
SIMGD6846H,WD,0.0020,0.0020,0.0020,0.0020,0.0010,0.9880,0.0010,0.0020
SIMGD6847H,GD,0.0010,0.0020,0.0020,0.0600,0.0010,0.0020,0.9300,0.0020
SIMGD6848H,JS,0.0060,0.0160,0.2643,0.0190,0.0360,0.0981,0.0120,0.5485
SIMGD6851H,JD,0.0020,0.9640,0.0040,0.0050,0.0020,0.0020,0.0160,0.0050
SIMGS6764H,PD,0.0050,0.0090,0.0030,0.0010,0.9720,0.0040,0.0030,0.0030
SIMGS6765H,GS,0.0020,0.0030,0.9550,0.0010,0.0060,0.0040,0.0040,0.0250
SIMGS6767H,PS,0.9570,0.0020,0.0030,0.0040,0.0190,0.0040,0.0060,0.0050
SIMGS6768H,WD,0.2780,0.0060,0.0040,0.0020,0.0200,0.6810,0.0050,0.0040
SIMGS6769H,GD,0.1078,0.0200,0.0080,0.0030,0.0080,0.0050,0.8224,0.0259
SIMGS6771H,JS,0.0030,0.0020,0.0100,0.0660,0.0030,0.0030,0.0100,0.9030
SIMGS6773H,JD,0.0040,0.9050,0.0040,0.0690,0.0030,0.0030,0.0100,0.0020
SIMGS6775H,PD,0.0020,0.0010,0.0080,0.0010,0.9800,0.0020,0.0020,0.0040
SIMGS6776H,GS,0.0430,0.0030,0.6673,0.0040,0.0100,0.2458,0.0110,0.0160
SIMGS6778H,PS,0.9830,0.0020,0.0020,0.0040,0.0020,0.0030,0.0020,0.0020
SIMGS6780H,WD,0.0080,0.0090,0.0170,0.0020,0.0060,0.9540,0.0020,0.0020
SIMGS6784H,GD,0.0050,0.0050,0.0090,0.0070,0.0050,0.0030,0.9459,0.0200
SIMGS6785H,JS,0.0090,0.0070,0.0030,0.0040,0.1091,0.0030,0.0110,0.8539
SIMGS6788H,JD,0.0130,0.7882,0.0589,0.0030,0.0809,0.0130,0.0300,0.0130
SIMGS6789H,PD,0.0040,0.0130,0.0080,0.0410,0.9060,0.0030,0.0200,0.0050
SIMGS6790H,GS,0.0090,0.0030,0.9060,0.0460,0.0040,0.0040,0.0160,0.0120
SIMJD6884H,PS,0.8990,0.0040,0.0110,0.0520,0.0080,0.0050,0.0060,0.0150
SIMJD6886H,WD,0.0120,0.1680,0.1180,0.0020,0.0120,0.6690,0.0080,0.0110
SIMJD6887H,GD,0.0120,0.0100,0.0030,0.0611,0.0110,0.0160,0.8829,0.0040
SIMJD6888H,JS,0.0560,0.0050,0.0030,0.0040,0.0040,0.0080,0.0020,0.9180
SIMJD6894H,JD,0.0020,0.9570,0.0040,0.0020,0.0110,0.0100,0.0100,0.0040
SIMJD6895H,PD,0.0030,0.0100,0.0020,0.0030,0.9760,0.0020,0.0020,0.0020
SIMJD6896H,GS,0.2410,0.0040,0.7130,0.0050,0.0210,0.0070,0.0060,0.0030
SIMJD6897H,PS,0.7450,0.0360,0.0170,0.0060,0.1580,0.0130,0.0150,0.0100
SIMJD6898H,WD,0.0050,0.0180,0.0070,0.0050,0.0050,0.9199,0.0360,0.0040
SIMJD6899H,GD,0.0040,0.0020,0.0050,0.0020,0.0900,0.0010,0.8900,0.0060
SIMJD6905H,JS,0.0270,0.0080,0.0070,0.0040,0.0090,0.0290,0.1069,0.8092
SIMJD6906H,JD,0.0030,0.9459,0.0280,0.0030,0.0090,0.0050,0.0040,0.0020
SIMJD6907H,PD,0.0040,0.0080,0.1180,0.0060,0.7410,0.0910,0.0090,0.0230
SIMJD6908H,GS,0.0030,0.0260,0.9021,0.0050,0.0070,0.0050,0.0070,0.0450
SIMJD6913H,PS,0.9760,0.0010,0.0020,0.0020,0.0020,0.0020,0.0040,0.0110
SIMJS6704H,WD,0.0080,0.0180,0.0050,0.0070,0.0070,0.6713,0.0280,0.2557
SIMJS6706H,GD,0.0270,0.0070,0.0360,0.0040,0.0140,0.0120,0.8831,0.0170
SIMJS6707H,JS,0.0230,0.0030,0.0200,0.0020,0.2810,0.0030,0.0130,0.6550
SIMJS6709H,JD,0.0030,0.8267,0.0030,0.1263,0.0040,0.0230,0.0030,0.0110
SIMJS6711H,PD,0.0040,0.0170,0.0531,0.0140,0.8829,0.0050,0.0040,0.0200
SIMJS6713H,GS,0.0030,0.0090,0.8980,0.0010,0.0100,0.0180,0.0060,0.0550
SIMJS6715H,PS,0.0030,0.0020,0.0030,0.9830,0.0020,0.0020,0.0030,0.0020
SIMJS6716H,WD,0.0010,0.0030,0.0020,0.0190,0.0010,0.9710,0.0010,0.0020
SIMJS6717H,GD,0.0010,0.0020,0.0010,0.0010,0.0030,0.0020,0.9880,0.0020
SIMJS6718H,JS,0.0040,0.0020,0.0160,0.0020,0.0020,0.0050,0.0040,0.9650
SIMJS6725H,JD,0.0040,0.9580,0.0150,0.0040,0.0080,0.0030,0.0020,0.0060
