SIMGD6824H,JD,0.0060,0.9620,0.0140,0.0050,0.0070,0.0020,0.0020,0.0020
SIMGD6825H,PD,0.0560,0.0050,0.0070,0.0240,0.7800,0.0970,0.0070,0.0240
SIMGD6826H,GS,0.0020,0.0030,0.9790,0.0050,0.0040,0.0020,0.0030,0.0020
SIMGD6827H,PS,0.7203,0.1399,0.1139,0.0050,0.0040,0.0030,0.0110,0.0030
SIMGD6828H,WD,0.0170,0.0080,0.0360,0.1932,0.0130,0.2523,0.0130,0.4675
SIMGD6829H,GD,0.0220,0.0110,0.0130,0.0330,0.0020,0.0440,0.8701,0.0050
SIMGD6831H,JS,0.0100,0.0150,0.0020,0.0040,0.0010,0.0030,0.0030,0.9620
SIMGD6833H,JD,0.0100,0.8312,0.0619,0.0110,0.0070,0.0310,0.0100,0.0380
SIMGD6840H,PD,0.0270,0.0130,0.0060,0.0340,0.8881,0.0090,0.0200,0.0030
SIMGD6841H,GS,0.0100,0.1410,0.7640,0.0030,0.0040,0.0530,0.0160,0.0090
SIMGD6844H,PS,0.8980,0.0030,0.0320,0.0170,0.0300,0.0050,0.0040,0.0110
SIMGD6846H,WD,0.0010,0.0020,0.0050,0.0030,0.0020,0.9820,0.0020,0.0030
SIMGD6847H,GD,0.0020,0.0020,0.0030,0.0010,0.0010,0.0020,0.9850,0.0040
SIMGD6848H,JS,0.0040,0.0080,0.0430,0.1001,0.0220,0.0591,0.0250,0.7387
SIMGD6851H,JD,0.0020,0.9750,0.0040,0.0040,0.0020,0.0040,0.0040,0.0050
SIMGS6764H,PD,0.0060,0.0080,0.0040,0.2770,0.6880,0.0100,0.0020,0.0050
SIMGS6765H,GS,0.0020,0.0040,0.9580,0.0050,0.0030,0.0060,0.0110,0.0110
SIMGS6767H,PS,0.9451,0.0020,0.0040,0.0100,0.0130,0.0080,0.0110,0.0070
SIMGS6768H,WD,0.1260,0.0030,0.0050,0.0170,0.1160,0.6980,0.0300,0.0050
SIMGS6769H,GD,0.0210,0.0160,0.0060,0.0080,0.0160,0.0030,0.9159,0.0140
SIMGS6771H,JS,0.0050,0.0020,0.0060,0.0030,0.0030,0.0170,0.0060,0.9580
SIMGS6773H,JD,0.0120,0.7622,0.0050,0.2048,0.0020,0.0060,0.0050,0.0030
SIMGS6775H,PD,0.0020,0.0010,0.0050,0.0030,0.9830,0.0020,0.0020,0.0020
SIMGS6776H,GS,0.0150,0.0010,0.7010,0.0020,0.0080,0.2510,0.0060,0.0160
SIMGS6778H,PS,0.9810,0.0020,0.0020,0.0010,0.0040,0.0040,0.0030,0.0030
SIMGS6780H,WD,0.0040,0.0080,0.0350,0.0030,0.0080,0.9349,0.0050,0.0020
SIMGS6784H,GD,0.0040,0.0050,0.0090,0.0070,0.0080,0.0050,0.9530,0.0090
SIMGS6785H,JS,0.0070,0.0090,0.0030,0.0050,0.1080,0.0030,0.0090,0.8560
SIMGS6788H,JD,0.0050,0.6420,0.0590,0.1900,0.0480,0.0190,0.0150,0.0220
SIMGS6789H,PD,0.0030,0.0170,0.0100,0.0070,0.9510,0.0030,0.0070,0.0020
SIMGS6790H,GS,0.0330,0.0030,0.9330,0.0030,0.0040,0.0050,0.0090,0.0100
SIMJD6884H,PS,0.9510,0.0020,0.0160,0.0040,0.0060,0.0040,0.0050,0.0120
SIMJD6886H,WD,0.0120,0.1220,0.1410,0.0140,0.0080,0.6850,0.0070,0.0110
SIMJD6887H,GD,0.0310,0.0190,0.0040,0.0060,0.0060,0.0130,0.9149,0.0060
SIMJD6888H,JS,0.1532,0.0060,0.0030,0.0020,0.0060,0.0110,0.0010,0.8178
SIMJD6894H,JD,0.0040,0.8120,0.0080,0.1570,0.0050,0.0040,0.0070,0.0030
SIMJD6895H,PD,0.0020,0.0020,0.0020,0.8740,0.1150,0.0020,0.0020,0.0010
SIMJD6896H,GS,0.0690,0.0030,0.8760,0.0030,0.0260,0.0120,0.0070,0.0040
SIMJD6897H,PS,0.7762,0.0080,0.0140,0.0539,0.1079,0.0140,0.0220,0.0040
SIMJD6898H,WD,0.0090,0.0190,0.0070,0.0501,0.0080,0.8498,0.0541,0.0030
SIMJD6899H,GD,0.0040,0.0020,0.0040,0.0070,0.0120,0.0010,0.9650,0.0050
SIMJD6905H,JS,0.0170,0.0080,0.0060,0.0020,0.0440,0.2580,0.0810,0.5840
SIMJD6906H,JD,0.0040,0.3776,0.0110,0.5944,0.0030,0.0040,0.0040,0.0020
SIMJD6907H,PD,0.0060,0.0090,0.0529,0.0070,0.8092,0.0889,0.0070,0.0200
SIMJD6908H,GS,0.0030,0.0050,0.8258,0.1001,0.0030,0.0040,0.0080,0.0511
