AFMGD6799H,GD,0.0098,0.5976,0.0024,0.0021,0.3871,0.0010
AFMGD6801H,GD,0.0895,0.1646,0.2803,0.0477,0.4106,0.0074
AFMGD6802H,GD,0.3100,0.0359,0.3897,0.0022,0.2554,0.0068
AFMGD6803H,GD,0.1089,0.0865,0.3277,0.0592,0.4124,0.0052
AFMGD6804H,GD,0.0030,0.3982,0.3928,0.0020,0.1964,0.0076
AFMGD6805H,GD,0.2991,0.0106,0.0948,0.4266,0.1033,0.0656
AFMGD6812H,GD,0.0369,0.0845,0.1757,0.0928,0.6077,0.0024
AFMGD6814H,GD,0.0170,0.1642,0.2572,0.3031,0.2558,0.0027
AFMGD6818H,GD,0.1116,0.0067,0.4104,0.1358,0.3338,0.0017
AFMGD6819H,GD,0.0039,0.1325,0.3478,0.1694,0.3416,0.0048
AFMGD6820H,GD,0.3166,0.0622,0.1294,0.3036,0.1351,0.0531
AFMGD6821H,GD,0.1550,0.1019,0.2369,0.2712,0.1231,0.1118
AFMGD6822H,GD,0.0102,0.3908,0.3885,0.0028,0.2057,0.0020
AFMGS6734H,GS,0.0765,0.0014,0.0563,0.8567,0.0072,0.0019
AFMGS6735H,GS,0.2414,0.0047,0.0753,0.6253,0.0438,0.0095
AFMGS6736H,GS,0.8577,0.0071,0.0030,0.0986,0.0318,0.0018
AFMGS6737H,GS,0.2840,0.0202,0.1560,0.5300,0.0062,0.0035
AFMGS6738H,GS,0.4346,0.0618,0.0490,0.3236,0.1288,0.0022
AFMGS6739H,GS,0.6966,0.1000,0.0774,0.0661,0.0171,0.0429
AFMGS6740H,GS,0.4454,0.0022,0.0348,0.4961,0.0173,0.0041
AFMGS6743H,GS,0.7183,0.0030,0.0076,0.2649,0.0027,0.0034
AFMGS6745H,GS,0.1543,0.0085,0.4071,0.4028,0.0181,0.0092
AFMGS6747H,GS,0.5442,0.0309,0.1401,0.2385,0.0439,0.0023
AFMGS6750H,GS,0.7005,0.0181,0.0186,0.2559,0.0047,0.0022
AFMGS6751H,GS,0.0813,0.0109,0.0412,0.7995,0.0376,0.0295
AFMGS6752H,GS,0.2369,0.0024,0.0018,0.7538,0.0032,0.0019
AFMGS6755H,GS,0.1438,0.0975,0.0645,0.6829,0.0056,0.0057
AFMGS6756H,GS,0.7157,0.0375,0.1742,0.0625,0.0081,0.0020
AFMJD6855H,JD,0.3285,0.0082,0.0074,0.0092,0.6444,0.0023
AFMJD6856H,JD,0.0284,0.0114,0.0033,0.0023,0.9524,0.0022
AFMJD6857H,JD,0.0676,0.2594,0.1327,0.1760,0.3610,0.0033
AFMJD6858H,JD,0.0915,0.2259,0.2387,0.0225,0.4071,0.0143
AFMJD6859H,JD,0.0041,0.2734,0.2460,0.0657,0.2637,0.1471
AFMJD6861H,JD,0.2662,0.0607,0.1529,0.0313,0.4843,0.0047
AFMJD6864H,JD,0.0579,0.1060,0.4640,0.2665,0.0919,0.0137
AFMJD6873H,JD,0.0224,0.1537,0.6094,0.0118,0.1955,0.0072
AFMJD6875H,JD,0.0385,0.1096,0.5077,0.1991,0.1386,0.0065
