AFMGD6799H,GD,0.0036,0.8071,0.1879,0.0014
AFMGD6801H,GD,0.1011,0.1492,0.7420,0.0078
AFMGD6802H,GD,0.0454,0.3410,0.5976,0.0160
AFMGD6803H,GD,0.1139,0.2202,0.6597,0.0062
AFMGD6804H,GD,0.0037,0.0248,0.9238,0.0477
AFMGD6805H,GD,0.6734,0.1272,0.0945,0.1049
AFMGD6812H,GD,0.0594,0.2685,0.6693,0.0028
AFMGD6814H,GD,0.2929,0.0971,0.6071,0.0030
AFMGD6818H,GD,0.2141,0.2590,0.5241,0.0028
AFMGD6819H,GD,0.1256,0.1118,0.7496,0.0131
AFMGD6820H,GD,0.5363,0.1793,0.2287,0.0557
AFMGD6821H,GD,0.3773,0.2057,0.2538,0.1632
AFMGD6822H,GD,0.0048,0.0482,0.9381,0.0089
AFMGS6734H,GS,0.9646,0.0190,0.0135,0.0029
AFMGS6735H,GS,0.8576,0.0867,0.0232,0.0325
AFMGS6736H,GS,0.8142,0.1755,0.0078,0.0025
AFMGS6737H,GS,0.8124,0.0690,0.1132,0.0054
AFMGS6738H,GS,0.6426,0.2498,0.1047,0.0029
AFMGS6739H,GS,0.5815,0.1153,0.0732,0.2301
AFMGS6740H,GS,0.8847,0.1010,0.0045,0.0098
AFMGS6743H,GS,0.8662,0.1247,0.0036,0.0055
AFMGS6745H,GS,0.6013,0.1081,0.2329,0.0576
AFMGS6747H,GS,0.7121,0.1319,0.1522,0.0038
AFMGS6750H,GS,0.8556,0.1209,0.0205,0.0030
AFMGS6751H,GS,0.8616,0.0271,0.0875,0.0238
AFMGS6752H,GS,0.9643,0.0311,0.0027,0.0019
AFMGS6755H,GS,0.8717,0.0704,0.0501,0.0078
AFMGS6756H,GS,0.5903,0.2189,0.1877,0.0030
AFMJD6855H,JD,0.1413,0.4714,0.3838,0.0036
AFMJD6856H,JD,0.0038,0.4208,0.5725,0.0029
AFMJD6857H,JD,0.1635,0.3952,0.4377,0.0037
AFMJD6858H,JD,0.0814,0.4373,0.4500,0.0313
AFMJD6859H,JD,0.0179,0.1876,0.6416,0.1529
AFMJD6861H,JD,0.1543,0.3235,0.5164,0.0058
AFMJD6864H,JD,0.3705,0.1532,0.4293,0.0471
AFMJD6873H,JD,0.0228,0.2151,0.7394,0.0227
AFMJD6875H,JD,0.2840,0.0451,0.6549,0.0160
AFMJD6876H,JD,0.0323,0.3357,0.6147,0.0173
AFMJD6877H,JD,0.0890,0.3205,0.4513,0.1392
AFMJD6878H,JD,0.0054,0.3069,0.4679,0.2198
AFMJS6675H,JS,0.8719,0.0044,0.1164,0.0073
AFMJS6676H,JS,0.8669,0.0882,0.0153,0.0296
AFMJS6678H,JS,0.7817,0.1947,0.0172,0.0064
AFMJS6680H,JS,0.6327,0.0978,0.0553,0.2143
AFMJS6681H,JS,0.8757,0.0710,0.0274,0.0259
AFMJS6682H,JS,0.5465,0.2033,0.2368,0.0134
AFMJS6683H,JS,0.9585,0.0213,0.0101,0.0101
AFMJS6687H,JS,0.7235,0.1333,0.0600,0.0832
AFMJS6694H,JS,0.8693,0.0690,0.0577,0.0040
AFMJS6695H,JS,0.8828,0.0919,0.0204,0.0049
AFMJS6696H,JS,0.7024,0.1289,0.0431,0.1256
AFMJS6698H,JS,0.6107,0.0528,0.3324,0.0041
AFMJS6700H,JS,0.7713,0.0475,0.0389,0.1423
AFMJS6702H,JS,0.6382,0.0436,0.2816,0.0366
AFMPD6983H,PD,0.4867,0.1148,0.0574,0.3410
AFMPD6985H,PD,0.3721,0.0903,0.5331,0.0046
AFMPD6986H,PD,0.0260,0.1596,0.7447,0.0697
AFMPD6987H,PD,0.0016,0.2308,0.7648,0.0028
AFMPD6988H,PD,0.1832,0.1884,0.6252,0.0032
AFMPD6989H,PD,0.2109,0.5957,0.1586,0.0348
AFMPD6990H,PD,0.3069,0.1796,0.4942,0.0193
AFMPD6991H,PD,0.0574,0.4148,0.4946,0.0332
AFMPD6992H,PD,0.1719,0.0539,0.4749,0.2993
AFMPD6993H,PD,0.2370,0.2666,0.3614,0.1351
AFMPD6995H,PD,0.3479,0.0524,0.5234,0.0763
AFMPD6998H,PD,0.1710,0.3823,0.3928,0.0540
AFMPD7000H,PD,0.0234,0.2308,0.4305,0.3154
AFMPD7001H,PD,0.2745,0.4864,0.2320,0.0071
AFMPD7005H,PD,0.1392,0.1415,0.4632,0.2561
AFMPD7006H,PD,0.2143,0.0208,0.6673,0.0976
AFMPS6602H,PS,0.9125,0.0367,0.0463,0.0045
AFMPS6603H,PS,0.9562,0.0375,0.0045,0.0018
AFMPS6608H,PS,0.8254,0.0381,0.1313,0.0052
AFMPS6610H,PS,0.9054,0.0780,0.0133,0.0033
AFMPS6612H,PS,0.8758,0.0186,0.0219,0.0837
AFMPS6613H,PS,0.7703,0.1274,0.0471,0.0552
AFMPS6618H,PS,0.7597,0.0053,0.0426,0.1924
AFMPS6622H,PS,0.9594,0.0232,0.0143,0.0031
AFMPS6623H,PS,0.8281,0.0814,0.0137,0.0768
AFMPS6625H,PS,0.6088,0.2166,0.1330,0.0416
AFMPS6626H,PS,0.6630,0.0379,0.0644,0.2348
AFMPS6627H,PS,0.8848,0.0253,0.0063,0.0836
AFMPX6982H,PD,0.1121,0.2540,0.4432,0.1906
AFMWD6915H,WD,0.0351,0.1132,0.4238,0.4279
AFMWD6916H,WD,0.0691,0.0370,0.1860,0.7079
AFMWD6917H,WD,0.0201,0.0598,0.0325,0.8876
AFMWD6918H,WD,0.2081,0.1065,0.0872,0.5982
AFMWD6919H,WD,0.0589,0.0455,0.0938,0.8018
AFMWD6920H,WD,0.0794,0.1754,0.3847,0.3605
AFMWD6921H,WD,0.0056,0.0097,0.1348,0.8499
AFMWD6922H,WD,0.0262,0.1849,0.2397,0.5493
AFMWD6923H,WD,0.0211,0.0474,0.3782,0.5533
AFMWD6924H,WD,0.0119,0.0249,0.0384,0.9248
AFMWD6926H,WD,0.1156,0.2194,0.5450,0.1199
AFMWD6933H,WD,0.0121,0.0864,0.1288,0.7727
AFMWD6935H,WD,0.0027,0.0090,0.0046,0.9837
AFMWD6936H,WD,0.1773,0.0235,0.5179,0.2813
