AFMGD6799H,GD,0.0050,0.9880,0.0050,0.0020
AFMGD6801H,GD,0.0670,0.3640,0.5610,0.0080
AFMGD6802H,GD,0.0400,0.5300,0.3990,0.0310
AFMGD6803H,GD,0.1000,0.4650,0.4300,0.0050
AFMGD6804H,GD,0.0020,0.0030,0.9930,0.0020
AFMGD6805H,GD,0.6820,0.1720,0.0390,0.1070
AFMGD6812H,GD,0.0530,0.6600,0.2840,0.0030
AFMGD6814H,GD,0.3010,0.1670,0.5290,0.0030
AFMGD6818H,GD,0.2060,0.4720,0.3190,0.0030
AFMGD6819H,GD,0.0370,0.2663,0.6897,0.0070
AFMGD6820H,GD,0.5684,0.2308,0.1558,0.0450
AFMGD6821H,GD,0.4400,0.2410,0.1420,0.1770
AFMGD6822H,GD,0.0040,0.0080,0.9850,0.0030
AFMGS6734H,GS,0.9460,0.0030,0.0480,0.0030
AFMGS6735H,GS,0.9109,0.0470,0.0090,0.0330
AFMGS6736H,GS,0.9141,0.0789,0.0040,0.0030
AFMGS6737H,GS,0.8282,0.0040,0.1638,0.0040
AFMGS6738H,GS,0.7020,0.2810,0.0140,0.0030
AFMGS6739H,GS,0.6370,0.0250,0.1120,0.2260
AFMGS6740H,GS,0.9500,0.0410,0.0020,0.0070
AFMGS6743H,GS,0.9720,0.0190,0.0040,0.0050
AFMGS6745H,GS,0.6280,0.1060,0.2290,0.0370
AFMGS6747H,GS,0.7670,0.1030,0.1260,0.0040
AFMGS6750H,GS,0.9680,0.0080,0.0210,0.0030
AFMGS6751H,GS,0.8681,0.0050,0.1089,0.0180
AFMGS6752H,GS,0.9900,0.0040,0.0030,0.0030
AFMGS6755H,GS,0.8829,0.0050,0.1061,0.0060
AFMGS6756H,GS,0.6840,0.1160,0.1970,0.0030
AFMJD6855H,JD,0.1180,0.8740,0.0040,0.0040
AFMJD6856H,JD,0.0040,0.9440,0.0490,0.0030
AFMJD6857H,JD,0.1409,0.6014,0.2537,0.0040
AFMJD6858H,JD,0.1159,0.6653,0.1998,0.0190
AFMJD6859H,JD,0.0050,0.3040,0.5880,0.1030
AFMJD6861H,JD,0.1990,0.5890,0.2070,0.0050
AFMJD6864H,JD,0.3906,0.1758,0.4106,0.0230
AFMJD6873H,JD,0.0330,0.3330,0.6220,0.0120
AFMJD6875H,JD,0.3050,0.0340,0.6530,0.0080
AFMJD6876H,JD,0.0220,0.6750,0.2900,0.0130
AFMJD6877H,JD,0.1210,0.6760,0.0500,0.1530
AFMJD6878H,JD,0.0060,0.6450,0.1340,0.2150
AFMJS6675H,JS,0.7590,0.0020,0.2350,0.0040
AFMJS6676H,JS,0.9181,0.0320,0.0120,0.0380
AFMJS6678H,JS,0.9079,0.0741,0.0080,0.0100
AFMJS6680H,JS,0.6600,0.0300,0.0670,0.2430
AFMJS6681H,JS,0.8861,0.0040,0.0789,0.0310
AFMJS6682H,JS,0.6260,0.2350,0.1290,0.0100
AFMJS6683H,JS,0.9570,0.0080,0.0170,0.0180
AFMJS6687H,JS,0.7928,0.0240,0.0581,0.1251
AFMJS6694H,JS,0.8750,0.0090,0.1120,0.0040
AFMJS6695H,JS,0.9381,0.0470,0.0080,0.0070
AFMJS6696H,JS,0.7343,0.0899,0.0180,0.1578
AFMJS6698H,JS,0.6416,0.0060,0.3493,0.0030
AFMJS6700H,JS,0.7940,0.0040,0.0910,0.1110
AFMJS6702H,JS,0.6306,0.0080,0.3423,0.0190
AFMPD6983H,PD,0.5315,0.0290,0.0551,0.3844
AFMPD6985H,PD,0.3250,0.2050,0.4660,0.0040
AFMPD6986H,PD,0.0150,0.2110,0.7530,0.0210
AFMPD6987H,PD,0.0020,0.5140,0.4810,0.0030
AFMPD6988H,PD,0.1720,0.2640,0.5610,0.0030
AFMPD6989H,PD,0.2723,0.6747,0.0180,0.0350
AFMPD6990H,PD,0.3180,0.2120,0.4550,0.0150
AFMPD6991H,PD,0.0430,0.6450,0.2710,0.0410
AFMPD6992H,PD,0.1758,0.0220,0.5225,0.2797
AFMPD6993H,PD,0.2370,0.4870,0.0970,0.1790
AFMPD6995H,PD,0.4024,0.0571,0.4735,0.0671
AFMPD6998H,PD,0.1760,0.5350,0.2530,0.0360
AFMPD7000H,PD,0.0220,0.3800,0.3080,0.2900
AFMPD7001H,PD,0.3027,0.6843,0.0060,0.0070
AFMPD7005H,PD,0.1391,0.2462,0.3894,0.2252
AFMPD7006H,PD,0.2370,0.0140,0.7240,0.0250
AFMPS6602H,PS,0.8560,0.0050,0.1340,0.0050
AFMPS6603H,PS,0.9900,0.0030,0.0050,0.0020
AFMPS6608H,PS,0.7670,0.0130,0.2140,0.0060
AFMPS6610H,PS,0.9780,0.0070,0.0120,0.0030
AFMPS6612H,PS,0.8278,0.0110,0.0150,0.1461
AFMPS6613H,PS,0.8080,0.0490,0.0250,0.1180
AFMPS6618H,PS,0.7660,0.0060,0.0360,0.1920
AFMPS6622H,PS,0.9700,0.0030,0.0230,0.0040
AFMPS6623H,PS,0.8820,0.0140,0.0090,0.0950
AFMPS6625H,PS,0.6570,0.2410,0.0700,0.0320
AFMPS6626H,PS,0.6527,0.0040,0.1291,0.2142
AFMPS6627H,PS,0.8791,0.0050,0.0100,0.1059
AFMPX6982H,PD,0.1451,0.3223,0.3634,0.1692
AFMWD6915H,WD,0.0430,0.1280,0.3780,0.4510
AFMWD6916H,WD,0.0599,0.0360,0.2138,0.6903
AFMWD6917H,WD,0.0230,0.0920,0.0300,0.8550
AFMWD6918H,WD,0.2490,0.0500,0.0820,0.6190
AFMWD6919H,WD,0.0579,0.0060,0.1588,0.7772
AFMWD6920H,WD,0.0961,0.2563,0.3083,0.3393
AFMWD6921H,WD,0.0050,0.0040,0.2533,0.7377
AFMWD6922H,WD,0.0290,0.3640,0.0250,0.5820
AFMWD6923H,WD,0.0180,0.0090,0.4360,0.5370
AFMWD6924H,WD,0.0100,0.0290,0.0130,0.9480
AFMWD6926H,WD,0.1110,0.3160,0.4420,0.1310
AFMWD6933H,WD,0.0130,0.0180,0.1800,0.7890
AFMWD6935H,WD,0.0030,0.0050,0.0030,0.9890
AFMWD6936H,WD,0.1481,0.0290,0.5726,0.2503
