SIMGD6824H,GD,0.3790,0.3120,0.3090
SIMGD6825H,GD,0.2940,0.3530,0.3530
SIMGD6826H,GD,0.2940,0.2960,0.4100
SIMGD6827H,GD,0.2813,0.2472,0.4715
SIMGD6828H,GD,0.2820,0.4240,0.2940
SIMGD6829H,GD,0.2650,0.4690,0.2660
SIMGD6831H,GD,0.2870,0.3930,0.3200
SIMGD6833H,GD,0.2740,0.3110,0.4150
SIMGD6840H,GD,0.2573,0.3834,0.3594
SIMGD6841H,GD,0.2900,0.3400,0.3700
SIMGD6844H,GD,0.2560,0.3070,0.4370
SIMGD6846H,GD,0.2630,0.4790,0.2580
SIMGD6847H,GD,0.2950,0.3090,0.3960
SIMGD6848H,GD,0.2623,0.3514,0.3864
SIMGD6851H,GD,0.3073,0.3914,0.3013
SIMGS6764H,GS,0.2560,0.4000,0.3440
SIMGS6765H,GS,0.2973,0.3614,0.3413
SIMGS6767H,GS,0.2900,0.2890,0.4210
SIMGS6768H,GS,0.2543,0.3644,0.3814
SIMGS6769H,GS,0.2920,0.3800,0.3280
SIMGS6771H,GS,0.2630,0.3690,0.3680
SIMGS6773H,GS,0.3090,0.3850,0.3060
SIMGS6775H,GS,0.2900,0.3490,0.3610
SIMGS6776H,GS,0.2760,0.3730,0.3510
SIMGS6778H,GS,0.2830,0.2640,0.4530
SIMGS6780H,GS,0.3060,0.3230,0.3710
SIMGS6784H,GS,0.2880,0.4220,0.2900
SIMGS6785H,GS,0.3150,0.3640,0.3210
SIMGS6788H,GS,0.2430,0.3880,0.3690
SIMGS6789H,GS,0.3043,0.3854,0.3103
SIMGS6790H,GS,0.2710,0.3750,0.3540
SIMJD6884H,JD,0.2797,0.3337,0.3866
SIMJD6886H,JD,0.2920,0.3470,0.3610
SIMJD6887H,JD,0.2940,0.2760,0.4300
SIMJD6888H,JD,0.2920,0.3970,0.3110
SIMJD6894H,JD,0.2627,0.3397,0.3976
SIMJD6895H,JD,0.2790,0.5180,0.2030
SIMJD6896H,JD,0.3110,0.3570,0.3320
SIMJD6897H,JD,0.3417,0.2587,0.3996
SIMJD6898H,JD,0.2530,0.4380,0.3090
SIMJD6899H,JD,0.2747,0.3007,0.4246
SIMJD6905H,JD,0.2640,0.3440,0.3920
SIMJD6906H,JD,0.3147,0.3297,0.3556
SIMJD6907H,JD,0.3020,0.3230,0.3750
SIMJD6908H,JD,0.2600,0.4150,0.3250
SIMJD6913H,JD,0.3130,0.3500,0.3370
SIMJS6704H,JS,0.3250,0.3260,0.3490
SIMJS6706H,JS,0.2840,0.3480,0.3680
SIMJS6707H,JS,0.3040,0.3670,0.3290
SIMJS6709H,JS,0.2590,0.4490,0.2920
SIMJS6711H,JS,0.3010,0.3070,0.3920
SIMJS6713H,JS,0.2847,0.3826,0.3327
SIMJS6715H,JS,0.3490,0.3550,0.2960
SIMJS6716H,JS,0.2900,0.3850,0.3250
SIMJS6717H,JS,0.2843,0.3854,0.3303
SIMJS6718H,JS,0.2830,0.3690,0.3480
SIMJS6725H,JS,0.3160,0.2940,0.3900
SIMJS6726H,JS,0.3160,0.3280,0.3560
SIMJS6727H,JS,0.2700,0.3490,0.3810
SIMJS6728H,JS,0.3150,0.3270,0.3580
SIMPD7015H,PD,0.2090,0.4250,0.3660
SIMPD7016H,PD,0.2850,0.4010,0.3140
SIMPD7018H,PD,0.2360,0.3140,0.4500
SIMPD7019H,PD,0.2630,0.4380,0.2990
SIMPD7021H,PD,0.3093,0.1862,0.5045
SIMPD7022H,PD,0.3040,0.3510,0.3450
SIMPD7023H,PD,0.3150,0.3810,0.3040
SIMPD7024H,PD,0.3053,0.3133,0.3814
SIMPD7025H,PD,0.2727,0.3556,0.3716
SIMPD7027H,PD,0.2570,0.4070,0.3360
SIMPD7035H,PD,0.2550,0.3740,0.3710
SIMPD7036H,PD,0.2920,0.3330,0.3750
SIMPD7037H,PD,0.2667,0.3437,0.3896
SIMPD7040H,PD,0.2843,0.3834,0.3323
SIMPD7041H,PD,0.3060,0.3390,0.3550
SIMPS6633H,PS,0.2870,0.3310,0.3820
SIMPS6634H,PS,0.2720,0.3820,0.3460
SIMPS6635H,PS,0.2950,0.3230,0.3820
SIMPS6638H,PS,0.2610,0.3630,0.3760
SIMPS6639H,PS,0.2810,0.3430,0.3760
SIMPS6641H,PS,0.2900,0.3250,0.3850
SIMPS6642H,PS,0.2630,0.3980,0.3390
SIMPS6643H,PS,0.3257,0.3516,0.3227
SIMPS6644H,PS,0.3320,0.3400,0.3280
SIMPS6645H,PS,0.2700,0.3290,0.4010
SIMPS6646H,PS,0.2900,0.3410,0.3690
SIMPS6652H,PS,0.2740,0.3720,0.3540
SIMPS6654H,PS,0.2550,0.3850,0.3600
SIMPS6657H,PS,0.2730,0.3930,0.3340
SIMPS6658H,PS,0.2150,0.4210,0.3640
SIMPS6661H,PS,0.2640,0.3240,0.4120
SIMWD6945H,WD,0.2670,0.4340,0.2990
SIMWD6947H,WD,0.2680,0.3180,0.4140
SIMWD6948H,WD,0.2240,0.3600,0.4160
SIMWD6954H,WD,0.2950,0.3790,0.3260
SIMWD6955H,WD,0.2210,0.3450,0.4340
SIMWD6956H,WD,0.2640,0.3980,0.3380
SIMWD6957H,WD,0.3030,0.3230,0.3740
SIMWD6958H,WD,0.2880,0.3390,0.3730
SIMWD6959H,WD,0.3290,0.3420,0.3290
SIMWD6962H,WD,0.2510,0.3650,0.3840
SIMWD6967H,WD,0.2760,0.3670,0.3570
SIMWD6968H,WD,0.2827,0.3457,0.3716
SIMWD6969H,WD,0.2890,0.3440,0.3670
SIMWD6972H,WD,0.2820,0.3300,0.3880
