SIMGD6824H,GD,0.1997,0.2130,0.5873
SIMGD6825H,GD,0.1165,0.2360,0.6475
SIMGD6826H,GD,0.1156,0.2347,0.6497
SIMGD6827H,GD,0.1210,0.2127,0.6662
SIMGD6828H,GD,0.1158,0.2424,0.6418
SIMGD6829H,GD,0.1213,0.2570,0.6217
SIMGD6831H,GD,0.2385,0.1337,0.6278
SIMGD6833H,GD,0.1100,0.2140,0.6759
SIMGD6840H,GD,0.1133,0.2440,0.6427
SIMGD6841H,GD,0.1123,0.2450,0.6427
SIMGD6844H,GD,0.1024,0.2021,0.6955
SIMGD6846H,GD,0.1222,0.2468,0.6310
SIMGD6847H,GD,0.1451,0.2364,0.6185
SIMGD6848H,GD,0.1067,0.2315,0.6617
SIMGD6851H,GD,0.1346,0.2625,0.6030
SIMGS6764H,GS,0.1152,0.2411,0.6436
SIMGS6765H,GS,0.1159,0.2293,0.6548
SIMGS6767H,GS,0.1332,0.2047,0.6621
SIMGS6768H,GS,0.1089,0.2378,0.6533
SIMGS6769H,GS,0.1284,0.2492,0.6224
SIMGS6771H,GS,0.1206,0.2276,0.6518
SIMGS6773H,GS,0.1302,0.2327,0.6371
SIMGS6775H,GS,0.1181,0.2319,0.6501
SIMGS6776H,GS,0.1420,0.2353,0.6227
SIMGS6778H,GS,0.1854,0.1827,0.6319
SIMGS6780H,GS,0.1182,0.2423,0.6395
SIMGS6784H,GS,0.1290,0.2572,0.6138
SIMGS6785H,GS,0.1448,0.2076,0.6476
SIMGS6788H,GS,0.0998,0.2239,0.6762
SIMGS6789H,GS,0.1429,0.2326,0.6245
SIMGS6790H,GS,0.1190,0.2482,0.6328
SIMJD6884H,JD,0.1171,0.2138,0.6690
SIMJD6886H,JD,0.1147,0.2215,0.6638
SIMJD6887H,JD,0.1193,0.2206,0.6601
SIMJD6888H,JD,0.1348,0.2334,0.6317
SIMJD6894H,JD,0.1289,0.2089,0.6621
SIMJD6895H,JD,0.2425,0.1625,0.5951
SIMJD6896H,JD,0.1105,0.2340,0.6555
SIMJD6897H,JD,0.1301,0.2327,0.6371
SIMJD6898H,JD,0.1130,0.2348,0.6523
SIMJD6899H,JD,0.1273,0.2326,0.6401
SIMJD6905H,JD,0.1370,0.2151,0.6479
SIMJD6906H,JD,0.1361,0.2184,0.6456
SIMJD6907H,JD,0.1306,0.2289,0.6405
SIMJD6908H,JD,0.1091,0.2559,0.6350
SIMJD6913H,JD,0.1645,0.2207,0.6148
SIMJS6704H,JS,0.1193,0.2344,0.6463
SIMJS6706H,JS,0.1205,0.2364,0.6430
SIMJS6707H,JS,0.1301,0.2541,0.6158
SIMJS6709H,JS,0.1238,0.2509,0.6253
SIMJS6711H,JS,0.1319,0.2372,0.6309
SIMJS6713H,JS,0.1340,0.2328,0.6332
SIMJS6715H,JS,0.2344,0.1923,0.5733
SIMJS6716H,JS,0.1286,0.2534,0.6179
SIMJS6717H,JS,0.1476,0.2381,0.6142
SIMJS6718H,JS,0.1203,0.2423,0.6374
SIMJS6725H,JS,0.2464,0.1467,0.6068
SIMJS6726H,JS,0.1271,0.2377,0.6352
