AFMGD6799H,GD,0.9950,0.0010,0.0010,0.0010,0.0010,0.0010
AFMGD6801H,GD,0.4110,0.0240,0.1290,0.0020,0.0040,0.4300
AFMGD6802H,GD,0.2573,0.6486,0.0180,0.0661,0.0020,0.0080
AFMGD6803H,GD,0.2610,0.3530,0.0980,0.0120,0.0010,0.2750
AFMGD6804H,GD,0.0010,0.0020,0.0010,0.0010,0.0010,0.9940
AFMGD6805H,GD,0.1260,0.0180,0.5150,0.2660,0.0230,0.0520
AFMGD6812H,GD,0.5950,0.1220,0.0150,0.0030,0.0010,0.2640
AFMGD6814H,GD,0.3167,0.0290,0.1718,0.0060,0.0010,0.4755
AFMGD6818H,GD,0.0010,0.9960,0.0010,0.0010,0.0000,0.0010
AFMGD6819H,GD,0.0070,0.3007,0.0030,0.1149,0.0020,0.5724
AFMGD6820H,GD,0.2160,0.1140,0.5330,0.0610,0.0100,0.0660
AFMGD6821H,GD,0.1089,0.0519,0.3986,0.3197,0.0440,0.0769
AFMGD6822H,GD,0.0140,0.0180,0.0020,0.0040,0.0010,0.9610
AFMGS6734H,GS,0.0020,0.0140,0.8790,0.1010,0.0010,0.0030
AFMGS6735H,GS,0.0200,0.0600,0.7600,0.1570,0.0020,0.0010
AFMGS6736H,GS,0.0040,0.1151,0.8729,0.0050,0.0010,0.0020
AFMGS6737H,GS,0.0080,0.0040,0.5970,0.3770,0.0040,0.0100
AFMGS6738H,GS,0.1722,0.1031,0.6847,0.0380,0.0010,0.0010
AFMGS6739H,GS,0.0020,0.0310,0.6406,0.1461,0.0020,0.1782
AFMGS6740H,GS,0.0090,0.0020,0.7720,0.2140,0.0020,0.0010
AFMGS6743H,GS,0.0020,0.0050,0.8280,0.1630,0.0010,0.0010
AFMGS6745H,GS,0.0030,0.0040,0.5075,0.4805,0.0020,0.0030
AFMGS6747H,GS,0.0040,0.0010,0.6677,0.3184,0.0010,0.0080
AFMGS6750H,GS,0.0020,0.0050,0.8168,0.1732,0.0010,0.0020
AFMGS6751H,GS,0.0020,0.0180,0.9580,0.0030,0.0060,0.0130
AFMGS6752H,GS,0.0010,0.0010,0.9950,0.0010,0.0010,0.0010
AFMGS6755H,GS,0.0030,0.0600,0.8050,0.0170,0.0030,0.1120
AFMGS6756H,GS,0.0040,0.0110,0.6530,0.3210,0.0010,0.0100
AFMJD6855H,JD,0.9840,0.0070,0.0020,0.0040,0.0010,0.0020
AFMJD6856H,JD,0.9790,0.0030,0.0010,0.0010,0.0010,0.0150
AFMJD6857H,JD,0.7037,0.0010,0.0380,0.0040,0.0010,0.2523
AFMJD6858H,JD,0.4875,0.0851,0.1962,0.1912,0.0100,0.0300
AFMJD6859H,JD,0.4220,0.0080,0.0020,0.0030,0.0120,0.5530
AFMJD6861H,JD,0.6853,0.0050,0.1039,0.0609,0.0020,0.1429
AFMJD6864H,JD,0.2020,0.0020,0.0580,0.5810,0.0010,0.1560
AFMJD6873H,JD,0.4410,0.0030,0.0020,0.3580,0.0040,0.1920
AFMJD6875H,JD,0.2388,0.0020,0.0420,0.3726,0.0080,0.3367
AFMJD6876H,JD,0.5770,0.1450,0.0150,0.1600,0.0030,0.1000
AFMJD6877H,JD,0.7227,0.0340,0.0901,0.0330,0.0791,0.0410
AFMJD6878H,JD,0.6710,0.0720,0.0020,0.0320,0.1470,0.0760
AFMJS6675H,JS,0.0020,0.0010,0.8590,0.0020,0.0010,0.1350
AFMJS6676H,JS,0.0030,0.0060,0.8900,0.0960,0.0030,0.0020
AFMJS6678H,JS,0.0200,0.0920,0.8350,0.0440,0.0060,0.0030
AFMJS6680H,JS,0.0751,0.0010,0.7848,0.0020,0.0040,0.1331
AFMJS6681H,JS,0.0020,0.0010,0.8160,0.1770,0.0020,0.0020
AFMJS6682H,JS,0.1400,0.2010,0.5870,0.0090,0.0020,0.0610
AFMJS6683H,JS,0.0030,0.0030,0.9600,0.0080,0.0040,0.0220
AFMJS6687H,JS,0.0040,0.0060,0.8320,0.0930,0.0060,0.0590
AFMJS6694H,JS,0.0020,0.0050,0.6637,0.3253,0.0010,0.0030
AFMJS6695H,JS,0.0230,0.0030,0.9610,0.0090,0.0020,0.0020
AFMJS6696H,JS,0.0060,0.0290,0.8088,0.1491,0.0040,0.0030
AFMJS6698H,JS,0.0040,0.0050,0.6987,0.0490,0.0010,0.2422
AFMJS6700H,JS,0.0020,0.0020,0.7582,0.1888,0.0140,0.0350
AFMJS6702H,JS,0.0709,0.0070,0.5884,0.2278,0.0090,0.0969
AFMPD6983H,PD,0.0130,0.0050,0.4540,0.3260,0.1750,0.0270
AFMPD6985H,PD,0.4630,0.0020,0.1160,0.1230,0.0020,0.2940
AFMPD6986H,PD,0.0660,0.0030,0.0030,0.5200,0.0020,0.4060
AFMPD6987H,PD,0.4424,0.2002,0.0010,0.0010,0.0010,0.3544
AFMPD6988H,PD,0.0070,0.4400,0.1390,0.3900,0.0010,0.0230
AFMPD6989H,PD,0.7810,0.0010,0.0830,0.1080,0.0190,0.0080
AFMPD6990H,PD,0.1880,0.0430,0.2640,0.2710,0.0020,0.2320
AFMPD6991H,PD,0.5165,0.1469,0.0589,0.2038,0.0060,0.0679
AFMPD6992H,PD,0.0140,0.0430,0.1070,0.4370,0.1390,0.2600
AFMPD6993H,PD,0.3320,0.2160,0.1820,0.1480,0.0960,0.0260
AFMPD6995H,PD,0.0160,0.0020,0.0220,0.6620,0.0020,0.2960
AFMPD6998H,PD,0.4895,0.0030,0.1522,0.2452,0.0090,0.1011
AFMPD7000H,PD,0.0060,0.0430,0.0020,0.9450,0.0020,0.0020
AFMPD7001H,PD,0.4565,0.0050,0.1902,0.3463,0.0010,0.0010
AFMPD7005H,PD,0.2910,0.0430,0.1090,0.1420,0.1080,0.3070
AFMPD7006H,PD,0.0260,0.0400,0.1310,0.3700,0.0040,0.4290
AFMPS6602H,PS,0.0030,0.0070,0.8120,0.1730,0.0010,0.0040
AFMPS6603H,PS,0.0010,0.0010,0.9920,0.0030,0.0010,0.0020
AFMPS6608H,PS,0.0020,0.0020,0.8158,0.0030,0.0010,0.1762
AFMPS6610H,PS,0.0020,0.0020,0.9830,0.0030,0.0010,0.0090
AFMPS6612H,PS,0.0030,0.0010,0.9019,0.0070,0.0100,0.0771
AFMPS6613H,PS,0.0410,0.0060,0.6980,0.1850,0.0050,0.0650
AFMPS6618H,PS,0.0020,0.0050,0.8590,0.0040,0.1240,0.0060
AFMPS6622H,PS,0.0040,0.0010,0.9710,0.0090,0.0040,0.0110
AFMPS6623H,PS,0.0070,0.0030,0.8340,0.1280,0.0260,0.0020
AFMPS6625H,PS,0.1050,0.0520,0.6720,0.1660,0.0030,0.0020
AFMPS6626H,PS,0.0020,0.0050,0.7050,0.0830,0.1540,0.0510
AFMPS6627H,PS,0.0030,0.0010,0.9660,0.0190,0.0080,0.0030
AFMPX6982H,PD,0.2653,0.0310,0.0541,0.5075,0.0551,0.0871
AFMWD6915H,WD,0.1310,0.0030,0.0050,0.2120,0.4670,0.1820
AFMWD6916H,WD,0.0360,0.0740,0.0430,0.1350,0.6070,0.1050
AFMWD6917H,WD,0.0110,0.0380,0.0190,0.1728,0.7552,0.0040
AFMWD6918H,WD,0.1572,0.0010,0.0350,0.1812,0.6176,0.0080
AFMWD6919H,WD,0.0030,0.0010,0.0601,0.0541,0.7548,0.1271
AFMWD6920H,WD,0.0030,0.0030,0.0080,0.9690,0.0030,0.0140
AFMWD6921H,WD,0.0030,0.0020,0.0020,0.2917,0.6763,0.0250
AFMWD6922H,WD,0.1489,0.1319,0.0280,0.0040,0.6813,0.0060
AFMWD6923H,WD,0.0040,0.0250,0.0020,0.2010,0.5660,0.2020
