AFMGD6799H,GD,0.6942,0.3011,0.0012,0.0016,0.0006,0.0013
AFMGD6801H,GD,0.3261,0.0492,0.0725,0.0034,0.0044,0.5445
AFMGD6802H,GD,0.1309,0.2612,0.0050,0.5060,0.0027,0.0942
AFMGD6803H,GD,0.2954,0.1125,0.0609,0.2006,0.0014,0.3292
AFMGD6804H,GD,0.0017,0.0018,0.0011,0.0071,0.0025,0.9858
AFMGD6805H,GD,0.1519,0.1381,0.4648,0.1577,0.0177,0.0697
AFMGD6812H,GD,0.5237,0.0431,0.0222,0.0042,0.0013,0.4055
AFMGD6814H,GD,0.2120,0.0463,0.1675,0.0108,0.0012,0.5623
AFMGD6818H,GD,0.2172,0.1819,0.1038,0.4571,0.0009,0.0391
AFMGD6819H,GD,0.2111,0.0335,0.0123,0.1971,0.0019,0.5441
AFMGD6820H,GD,0.1154,0.1797,0.4151,0.1799,0.0081,0.1018
AFMGD6821H,GD,0.0691,0.1267,0.3724,0.2873,0.0411,0.1035
AFMGD6822H,GD,0.0133,0.0083,0.0018,0.0122,0.0010,0.9634
AFMGS6734H,GS,0.0040,0.0650,0.8432,0.0834,0.0010,0.0034
AFMGS6735H,GS,0.0080,0.0853,0.6957,0.2075,0.0015,0.0020
AFMGS6736H,GS,0.0264,0.4076,0.5288,0.0329,0.0010,0.0033
AFMGS6737H,GS,0.0187,0.2226,0.4897,0.2273,0.0066,0.0351
AFMGS6738H,GS,0.1293,0.2054,0.5312,0.1311,0.0010,0.0020
AFMGS6739H,GS,0.0022,0.3108,0.4147,0.1119,0.0034,0.1570
AFMGS6740H,GS,0.0191,0.1856,0.6439,0.1482,0.0020,0.0012
AFMGS6743H,GS,0.0017,0.3110,0.5787,0.1059,0.0017,0.0010
AFMGS6745H,GS,0.0031,0.0817,0.5056,0.4027,0.0023,0.0046
AFMGS6747H,GS,0.0066,0.2742,0.5130,0.1863,0.0010,0.0189
AFMGS6750H,GS,0.0022,0.3195,0.5522,0.1225,0.0010,0.0026
AFMGS6751H,GS,0.0033,0.0465,0.9138,0.0062,0.0058,0.0244
AFMGS6752H,GS,0.0011,0.1315,0.8641,0.0010,0.0010,0.0013
AFMGS6755H,GS,0.0061,0.1280,0.7237,0.0672,0.0036,0.0714
AFMGS6756H,GS,0.0038,0.3814,0.3612,0.2406,0.0010,0.0120
AFMJD6855H,JD,0.8738,0.0304,0.0024,0.0080,0.0011,0.0843
AFMJD6856H,JD,0.8904,0.0015,0.0010,0.0013,0.0009,0.1049
AFMJD6857H,JD,0.5060,0.1027,0.0394,0.0072,0.0015,0.3432
AFMJD6858H,JD,0.4188,0.1668,0.1550,0.1716,0.0144,0.0734
AFMJD6859H,JD,0.2894,0.0701,0.0076,0.0115,0.0264,0.5950
AFMJD6861H,JD,0.5783,0.0771,0.0601,0.0535,0.0021,0.2290
